year,month,day,R_Rf,R_Market,R_I_Aero,R_I_Guns,R_I_Steel,R_I_Ships,R_I_Beer,R_I_Toys,R_I_Fin,R_I_Rtail,eR_Market,eR_I_Aero,eR_I_Guns,eR_I_Steel,eR_I_Ships,eR_I_Beer,eR_I_Toys,eR_I_Fin,eR_I_Rtail
1995,10,31,.004689,-.0105555,-.0177567,-.0593255,-.0610247,-.0516091,.0385474,-.0600685,-.0282966,-.0852311,-.0152445,-.02244571,-.06401446,-.06571369,-.05629813,.03385842,-.06475752,-.03298559,-.08992013
1995,11,30,.0041912,.0428679,.0870947,.0939456,.0771462,.0533512,.0474559,.043251,.0381625,.0665365,.0386767,.08290351,.08975441,.07295501,.04915997,.04326474,.03905984,.03397126,.06234532
1995,12,31,.004888,.0150856,.040566,.0618474,-.004008,-.0026034,-.0080322,-.0004001,-.0134906,-.0160278,.0101976,.03567793,.05695937,-.00889606,-.00749142,-.01292021,-.00528811,-.01837862,-.0209158
1996,1,31,.0042908,.0265446,.0070749,.0928526,.0382587,-.0013008,.0320799,.0795503,.0435383,-.0147076,.02225377,.00278413,.08856183,.03396793,-.00559163,.02778911,.07525949,.03924752,-.01899841
1996,2,28,.0038924,.0170538,.031111,-.0073268,-.007226,.0244975,.0545829,.0146915,.02137,.0538251,.01316134,.02721858,-.01121919,-.01111846,.02060506,.05069046,.01079913,.01747761,.04993267
1996,3,31,.0038924,.0111377,.039413,.031983,.0524027,-.0047111,.0188218,-.0045102,.022935,.0792732,.00724533,.03552059,.02809063,.04851027,-.00860349,.01492934,-.00840257,.01904256,.07538077
1996,4,30,.0045895,.0248877,.0054849,-.0041084,.019018,.1032784,-.0089398,.0083649,.0054849,.0426763,.02029826,.00089548,-.00869788,.01442855,.0986889,-.01352929,.00377546,.00089548,.03808682
1996,5,31,.0041912,.0274206,.0282959,.0175452,-.0011006,-.0178585,.092488,.0400857,.0260575,.0498372,.02322939,.02410466,.01335397,-.00529181,-.02204972,.08829681,.03589452,.02186633,.04564603
1996,6,30,.003992,-.0074275,.0104453,-.0204068,-.0576291,-.0060181,.0633503,-.0175532,.0117309,-.0108587,-.01141954,.00645324,-.02439883,-.06162113,-.01001009,.05935829,-.02154518,.0077389,-.01485077
1996,7,31,.0044899,-.056782,-.0115666,-.0438474,-.058795,-.0167393,-.0595377,-.1128328,-.0411345,-.0792597,-.06127192,-.01605654,-.0483373,-.06328495,-.02122923,-.06402762,-.11732271,-.04562445,-.08374958
1996,8,31,.0040916,.0313049,.040566,.0110388,.0561913,.0353671,.0211742,.0185273,.0333381,.0666301,.02721323,.03647434,.00694723,.05209966,.03127553,.01708262,.01443569,.02924644,.06253846
1996,9,30,.0043903,.0530667,.0476467,.0712969,.0194104,.076498,.0072735,.067939,.0495518,.0323704,.04867638,.04325631,.06690653,.01502005,.07210762,.00288314,.06354864,.04516143,.02798003
1996,10,31,.0041912,.0127188,.0282959,-.0179603,-.0080322,.0010994,.0077697,-.0043093,.0277124,-.0197946,.00852757,.02410466,-.02215153,-.01222338,-.00309181,.00357853,-.00850048,.02352123,-.02398583
1996,11,30,.0040916,.064476,.043634,.0832376,.0768684,.0652258,.0270313,.0629748,.0761274,.0207825,.0603844,.03954242,.07914598,.07277682,.06113417,.02293972,.05888318,.07203574,.01669092
1996,12,31,.0045895,-.0124775,.0563803,.0101483,-.0156214,-.0243952,.0051865,-.0817525,.0192142,-.0440564,-.01706697,.05179088,.00555888,-.02021083,-.02898461,.00059707,-.08634195,.01462477,-.04864584
1997,1,31,.0044899,.052877,.0176434,.0111377,.048028,.0240095,.107598,.028879,.0565694,.0033942,.04838713,.01315353,.00664784,.04353806,.01951955,.1031081,.02438905,.05207945,-.00109567
1997,2,28,.0038924,-.0010005,-.0163327,-.0387408,.0051865,.0099503,.0270313,-.0024029,.0530667,.0547722,-.00489292,-.02022507,-.04263324,.00129411,.00605792,.02313892,-.0062953,.0491743,.05087982
1997,3,31,.0042908,-.0469868,-.0088389,-.0456252,-.046882,-.0242927,-.0675297,-.0108587,-.0734313,-.0055152,-.05127757,-.01312973,-.04991596,-.05117277,-.02858347,-.07182044,-.01514953,-.07772206,-.00980596
1997,4,30,.0042908,.0437298,.0062802,.0640071,.022055,.0517382,.1076878,.0397975,.0540146,.0170538,.03943898,.00198946,.05971635,.01776421,.04744741,.10339702,.03550669,.04972381,.01276297
1997,5,31,.004888,.0698059,.0672847,.0586462,.078349,.0722276,.0623173,.0600598,.0731575,.0623173,.06491784,.06239671,.05375816,.07346093,.0673396,.05742927,.05517172,.06826949,.05742927
1997,6,30,.0036932,.0437298,.0384512,.0932171,.0429637,.0292675,.0006998,.0542041,.068406,.0638195,.04003659,.03475802,.08952391,.03927053,.02557433,-.00299342,.05051088,.06471286,.06012634
1997,7,31,.0042908,.0747363,.075942,.0370067,.0971267,.1172496,.018331,.0348844,.1033685,.0848925,.07044556,.07165122,.03271594,.09283593,.11295877,.01404018,.03059362,.09907775,.08060168
1997,8,31,.0040916,-.0381173,-.0795845,-.0116678,-.0178585,-.0447882,-.1347893,-.0367677,-.0316971,-.0295318,-.04220894,-.0836761,-.01575942,-.02195014,-.0488798,-.13888094,-.04085934,-.0357887,-.03362342
1997,9,30,.0043903,.0562858,.0217615,.0309171,.0113355,.136801,.077979,.0189199,.1393271,.0525925,.05189546,.01737114,.02652676,.00694516,.13241069,.07358869,.01452954,.13493672,.0482021
1997,10,31,.0041912,-.0343844,-.132275,-.0976128,-.0795845,-.0315939,-.0613436,.0499324,-.027988,-.016841,-.03857563,-.13646625,-.10180404,-.08377568,-.03578507,-.06553483,.04574116,-.03217924,-.02103222
1997,11,30,.0038924,.0331446,.0660686,.0179381,-.0355236,.0112366,.0703653,.0071742,.0526873,.063538,.02925218,.06217618,.01404573,-.03941597,.00734422,.06647285,.00328179,.04879491,.05964561
1997,12,31,.0047885,.0178399,-.0197946,.0040916,.0153811,-.0197946,.0411419,-.0598562,.0567583,-.0069239,.0130514,-.02458314,-.0006969,.01059259,-.02458314,.03635342,-.06464468,.05196982,-.01171243
1998,1,31,.0042908,.0057832,.0130149,.0503128,.0238142,-.0201007,-.0205089,.0461199,-.0504515,.0172504,.00149246,.00872416,.04602203,.0195234,-.02439145,-.02479966,.04182915,-.05474233,.01295957
1998,2,28,.0038924,.0716693,.1264564,.1127035,.0566638,.0230327,.0458334,.0663494,.0971267,.1045402,.06777687,.12256401,.10881108,.05277143,.01914028,.041941,.06245697,.09323429,.10064777
1998,3,31,.0038924,.0502177,-.0037069,-.020611,.0333381,.027226,.1173385,-.0309748,.062787,.0693395,.0463253,-.00759928,-.02450337,.02944565,.02333357,.11344608,-.03486722,.05889457,.06544706
1998,4,30,.0042908,.0115332,.0123237,-.0010005,.0352706,-.0177567,-.0312843,-.0217345,.0334348,-.0015011,.00724246,.00803297,-.00529128,.03097983,-.0220475,-.03557507,-.02602527,.029144,-.00579191
1998,5,31,.003992,-.0270629,-.0361454,.0022974,-.0753703,.0147901,.0283931,-.0243952,-.0201007,.0382587,-.03105494,-.04013747,-.00169466,-.07936233,.01079806,.02440105,-.02838718,-.02409269,.03426669
1998,6,30,.0040916,.0352706,-.0196926,-.06145,-.0184695,-.055407,.0649447,.042197,.0424846,.063538,.031179,-.02378425,-.06554158,-.02256113,-.05949862,.06085307,.03810543,.038393,.0594464
1998,7,31,.003992,-.0208151,-.0559356,-.0608121,-.0661398,-.0459392,-.0459392,-.1036952,-.0231663,-.0256255,-.02480716,-.05992765,-.06480416,-.07013183,-.04993125,-.04993125,-.10768726,-.0271583,-.02961757
1998,8,31,.0042908,-.1701954,-.2299164,-.1229589,-.2032184,-.1046941,-.220148,-.1745915,-.2998896,-.1419092,-.17448615,-.23420723,-.12724969,-.20750916,-.10898485,-.22443883,-.1788823,-.30418039,-.14620002
1998,9,30,.0045895,.0640071,.0595888,.1258394,.0862694,.039413,-.0515038,-.0766651,-.0891591,-.0046106,.05941768,.05499934,.12124993,.08167998,.03482355,-.0560933,-.08125454,-.09374859,-.00920007
1998,10,31,.0031949,.0718554,.1303263,.0862694,.077794,.1562342,.1463489,.1650906,.1613533,.1160927,.06866055,.12713137,.08307455,.07459914,.15303933,.14315401,.16189574,.15815836,.11289783
1998,11,30,.0030952,.0621294,.0964005,-.0489802,-.0210194,.0157749,.0562858,.0068763,.1070591,.1055305,.05903417,.09330529,-.05207539,-.02411457,.01267971,.05319061,.0037811,.10396387,.1024353
1998,12,31,.0037928,.0633503,-.0680647,-.1640495,-.008133,.0402778,-.0031048,-.191766,.0214679,.098215,.05955752,-.07185753,-.16784231,-.01192578,.03648505,-.00689761,-.19555882,.01767511,.09442225
1999,1,31,.0034939,.0377774,.0057832,-.1561861,.0372958,-.0318003,-.0166376,.0096533,.1127035,.0353671,.03428347,.00228936,-.15967997,.0338019,-.0352942,-.02013153,.00615937,.1092096,.03187325
1999,2,28,.0034939,-.0380134,.0414298,.049171,-.0557241,-.0149106,-.0134906,.0483139,.006479,-.0105555,-.04150733,.03793592,.04567715,-.05921804,-.0184045,-.01698448,.04481997,.00298508,-.0140494
1999,3,31,.0042908,.0380662,.0449734,.0015987,-.0252152,.0284903,-.0166376,.0219572,.0932171,.036814,.03377542,.04068258,-.00269206,-.02950603,.02419949,-.02092842,.01766639,.0889263,.03252319
1999,4,30,.0036932,.0459289,.139675,.130414,.2675049,.0938546,.0490758,.124869,.078996,-.0034058,.04223576,.13598181,.12672087,.2638117,.09016141,.04538267,.12117581,.07530284,-.00709896
1999,5,31,.0033942,-.0214279,-.0205089,-.0361454,-.0767731,-.0123763,-.0063199,-.0505567,-.0220411,-.0349021,-.02482218,-.02390311,-.03953968,-.08016729,-.0157705,-.00971416,-.05395095,-.02543536,-.03829629
1999,6,30,.003992,.0504079,.0660686,-.0665672,.0847087,.0708312,-.0440564,-.0136933,.0222506,.0855353,.04641588,.06207658,-.07055927,.08071671,.06683916,-.04804841,-.01768535,.01825859,.08154327
1999,7,31,.0037928,-.0313875,.0014989,-.0487702,-.0115666,-.0137947,.0025966,-.0686001,-.1204742,-.0641119,-.03518027,-.00229392,-.05256296,-.01535943,-.01758751,-.00119617,-.07239289,-.12426696,-.06790474
1999,8,31,.0038924,-.0099493,-.018979,.0207825,-.0043093,-.0716034,-.0392607,-.081861,-.057841,-.0647519,-.01384175,-.02287138,.01689012,-.00820169,-.07549583,-.04315313,-.08575344,-.06173341,-.06864429
1999,9,30,.0038924,-.0244976,-.0678507,-.1000414,-.0257281,-.0127813,-.1618133,-.0678507,-.0378057,.027907,-.02839005,-.07174308,-.10393377,-.02962056,-.01667375,-.16570571,-.07174308,-.04169813,.02401454
1999,10,31,.0038924,.0631626,.0080674,-.3578185,.007869,-.0821867,.1519483,-.1206998,.1100196,.0609069,.05927016,.00417496,-.36171087,.00397654,-.08607908,.14805584,-.1245922,.10612723,.05701452
1999,11,30,.0035935,.0366212,-.0447882,.0007997,.0698991,-.0429075,.0848006,.0744579,.0552455,.040566,.03302765,-.04838172,-.00279386,.06630559,-.04650103,.08120707,.07086438,.05165194,.03697242
1999,12,31,.0043903,.0784414,.0375848,.0643823,.1990148,-.0107577,-.0924443,-.0218367,.1098405,.078349,.07405108,.03319441,.05999191,.19462444,-.01514801,-.09683464,-.02622704,.10545011,.07395861
2000,1,31,.0040916,-.0442654,-.0964008,-.1336457,-.0280909,-.1135047,-.0230639,-.148616,-.0705298,-.1570047,-.04835703,-.10049239,-.13773731,-.0321825,-.11759631,-.02715556,-.15270765,-.07462138,-.16109636
2000,2,28,.0042908,.0283931,-.0736465,-.061769,.0661622,-.0599623,-.1237508,.0041912,.0652258,-.0400931,.02410229,-.07793732,-.06605981,.06187142,-.06425312,-.12804159,-.00009958,.060935,-.04438388
2000,3,31,.004689,.0551508,.0933993,.1161818,.0343048,.1208007,.0012992,.0740865,.1373242,.1341812,.05046185,.08871027,.11149276,.02961581,.11611171,-.00338983,.06939755,.1326352,.12949219
2000,4,30,.0045895,-.0612373,.0434426,.1727761,-.0084355,.125222,.036139,.0026964,-.1343317,-.0576291,-.06582676,.03885311,.1681867,-.01302493,.12063251,.03154959,-.00189309,-.13892116,-.06221856
2000,5,31,.0049875,-.039989,-.0082338,-.0002,-.0504515,.0068763,.1121673,.0114344,-.0720332,-.0308717,-.04497655,-.01322135,-.00518756,-.05543909,.00188876,.10717975,.00644684,-.07702074,-.0358592
2000,6,30,.003992,.049171,-.1112668,-.0434296,.1426274,-.0895965,.0587405,-.0169427,.1421938,-.0216323,.04517902,-.11525883,-.04742158,.13863538,-.09358855,.05474848,-.02093474,.13820174,-.02562432
2000,7,31,.0047885,-.0205089,.0670042,.1129715,-.0618754,.073715,.0636319,-.1056939,.0830536,-.0211215,-.02529739,.06221571,.10818296,-.06666392,.06892652,.05884335,-.11048242,.07826504,-.02591001
2000,8,31,.0049875,.0725997,.097671,.0141987,.2196976,.0953102,-.1146255,.0208805,.1693208,-.0541394,.06761215,.09268349,.00921118,.21471008,.09032264,-.11961307,.01589293,.16433321,-.05912699
2000,9,30,.005087,-.0506619,.0796426,.1409786,-.1290841,.009257,.0531615,.0005998,-.0764492,.0251803,-.05574895,.07455559,.13589156,-.13417119,.00416998,.04807451,-.00448722,-.08153621,.02009326
2000,10,31,.0055844,-.0222456,.1339188,.0812113,-.128288,.1206234,.0860859,.0641009,-.0518198,-.0174514,-.02782999,.12833444,.07562688,-.1338724,.11503906,.08050157,.05851655,-.05740413,-.02303577
2000,11,30,.005087,-.1076966,-.0159262,-.0400931,-.1703139,.0597772,.0411419,-.0659262,-.1990609,-.0070246,-.11278361,-.02101319,-.04518013,-.17540097,.05469016,.0360549,-.07101319,-.20414791,-.01211165
2000,12,31,.0049875,.0167588,-.0021022,.007869,.0185273,.0218593,-.026036,.0232281,.1583703,.042197,.01177124,-.00708975,.00288142,.01353976,.01687179,-.03102356,.01824058,.15338279,.03720951
2001,1,31,.0053855,.0360426,-.0564645,.0250828,.0575139,-.0706371,-.0486652,.0947646,.0805657,.0948555,.03065712,-.06185001,.01969731,.05212843,-.07602255,-.05405064,.0893791,.07518018,.08947006
2001,2,28,.0037928,-.1017006,.040854,.0854435,-.2664426,-.0276796,-.0645385,.0490758,-.1635783,-.0641119,-.10549335,.0370612,.08165068,-.27023536,-.03147237,-.06833132,.04528304,-.16737111,-.06790474
2001,3,31,.0041912,-.0708517,-.099268,-.0417599,-.0878481,-.0815355,-.0986056,-.0082338,-.1281743,-.0205089,-.07504295,-.1034592,-.04595114,-.09203929,-.08572669,-.10279681,-.01242501,-.13236554,-.02470008
2001,4,30,.0038924,.0800119,.1083161,-.0032051,.1251337,.1992606,-.0222456,-.0013008,.1127928,.0485997,.07611952,.10442373,-.00709755,.12124132,.19536819,-.02613802,-.00519326,.10890041,.04470726
2001,5,31,.0031949,.0103463,.0259601,.076498,.0023971,.007869,.0460244,.0932171,.0400857,.016267,.0071514,.02276521,.07330308,-.00079777,.00467407,.04282955,.09002219,.03689083,.01307208
2001,6,30,.0027961,-.0167393,-.1684187,-.0300469,-.0727858,-.0003,-.0506619,.0258627,-.0253178,-.0253178,-.01953541,-.17121474,-.03284301,-.07558186,-.00309613,-.053458,.02306657,-.0281139,-.0281139
2001,7,31,.0029955,-.0184695,.0318862,.0670042,-.0218367,.0417176,.0079682,-.0319036,-.0461487,.0527822,-.02146503,.02889068,.06400872,-.0248322,.03872209,.00497266,-.03489906,-.04914417,.04978668
2001,8,31,.0030952,-.0634724,-.0649653,.0107421,-.0632593,-.0133892,.0592119,.0149871,-.0779615,-.0879573,-.06656763,-.06806048,.00764689,-.06635455,-.01648444,.05611665,.01189192,-.08105675,-.09105248
2001,9,30,.0027961,-.0939811,-.3512611,.0985776,-.2483332,.0799196,-.0327298,-.1921295,-.1613431,-.1051383,-.09677715,-.35405715,.09578147,-.25112925,.07712353,-.03552591,-.19492558,-.16413923,-.1079344
2001,10,31,.0021976,.0264472,.0645698,.1000263,.0239118,-.0503464,.013311,.137237,.0420053,.0346912,.02424959,.06237219,.09782873,.02171424,-.05254396,.01111343,.13503944,.03980771,.03249366
2001,11,30,.0016986,.0742722,.0913934,-.0473013,.1461761,.0153811,.0001,.0499324,.1222176,.1234558,.07257369,.08969487,-.04899983,.14447755,.01368254,-.00159856,.04823381,.12051908,.12175725
2001,12,31,.0014989,.0174469,.0665365,.0057832,-.0264466,-.0282966,.0160702,.0059821,.0498372,.0485997,.01594804,.06503765,.00428437,-.02794553,-.02979547,.0145713,.0044832,.04833836,.04710079
2002,1,31,.001399,-.0130852,.0428679,.1195592,-.0021022,.1073286,-.0383251,.0587405,-.0411345,.0221528,-.01448426,.04146888,.11816021,-.00350123,.10592956,-.03972414,.05734148,-.04253357,.02075378
2002,2,28,.0012992,-.0218367,.0920321,.0615654,-.0001,.0114344,.0782565,-.0161294,-.0566762,.0042908,-.02313585,.09073293,.0602662,-.00139916,.01013522,.07695735,-.01742854,-.05797534,.00299163
2002,3,31,.0012992,.0427721,.0292675,.0334348,.0584576,.0378737,.079735,.0819486,.0942187,.0151841,.04147294,.02796834,.03213562,.05715841,.0365745,.07843581,.08064943,.09291952,.01388498
2002,4,30,.0014989,-.0518197,-.0466724,.0827774,-.0730009,.0355602,.0490758,.022544,-.123864,-.0221434,-.05331862,-.04817128,.08127855,-.07449977,.0340613,.04757696,.02104509,-.12536286,-.02364224
2002,5,31,.001399,-.0124775,.0025966,-.0114655,.0027961,.0216636,-.0050125,-.0275768,-.0146062,-.0127813,-.01387654,.0011976,-.0128645,.00139707,.02026462,-.00641156,-.02897579,-.01600517,-.01418036
2002,6,30,.0012992,-.0734313,-.0155198,.0925792,-.054245,.0551508,-.0027037,-.0382212,-.0544562,-.0527681,-.07473043,-.01681897,.09128002,-.05554417,.05385169,-.00400281,-.03952037,-.05575534,-.05406722
2002,7,31,.0014989,-.0837078,-.0528735,-.0783941,-.2274026,-.2543762,-.075586,-.1137288,-.1039171,-.1273789,-.08520663,-.05437237,-.07989294,-.22890149,-.25587512,-.07708487,-.11522764,-.10541599,-.12887781
2002,8,31,.001399,.0063796,-.1151864,-.0010005,-.0507671,-.0269602,.0236189,.0425804,.0438255,.0196065,.00498059,-.11658543,-.00239952,-.05216614,-.0283592,.02221985,.04118143,.04242646,.01820751
2002,9,30,.001399,-.1076966,-.1266976,.0193123,-.2044445,.0287818,-.0568879,-.1136167,-.1504741,-.0997098,-.1090956,-.12809667,.01791329,-.20584349,.02738278,-.05828689,-.11501575,-.15187314,-.10110886
2002,10,31,.001399,.0767758,.0035935,-.1133927,.064476,-.0214279,-.004008,.0158733,.0979431,.0624113,.07537682,.00219451,-.11479171,.063077,-.02282697,-.00540704,.01447433,.09654405,.06101224
2002,11,30,.0011993,.0590233,.0757566,-.0933222,.1678845,.0369104,-.031078,.1109151,.125222,.0285875,.05782406,.07455733,-.09452144,.16668523,.03571107,-.03227724,.10971578,.12402269,.02738818
2002,12,31,.0010994,-.0581589,-.0287082,.0951283,-.1098149,-.0270629,-.0325232,-.0678507,-.1138408,-.083599,-.05925831,-.02980756,.09402895,-.11091426,-.02816232,-.03362259,-.06895006,-.11494021,-.08469842
2003,1,31,.0009995,-.0250102,-.0091417,-.1228458,-.0519251,-.1679454,-.0602809,.0173486,-.0338671,-.0522411,-.02600966,-.01014116,-.12384534,-.05292457,-.16894489,-.06128043,.01634914,-.03486657,-.05324061
2003,2,28,.0008996,-.0180621,-.0874115,-.1072512,.022544,-.1034734,-.0083346,.0256677,-.0171462,-.005113,-.01896174,-.08831105,-.10815079,.02164437,-.104373,-.00923423,.02476815,-.01804575,-.00601264
2003,3,31,.0009995,.0118298,-.0557241,.0440169,-.0331432,-.0590072,.0099503,.0360426,.0142973,.0533512,.01083025,-.05672365,.04301739,-.03414272,-.06000668,.00895083,.03504309,.0132978,.05235168
2003,4,30,.0009995,.0799196,.0825933,.0461199,.0985776,.1109151,.0217615,.0421012,.119293,.092488,.07892013,.08159379,.04512043,.09757806,.10991556,.02076199,.04110168,.11829351,.09148852
2003,5,31,.0008996,.0595888,.1135072,-.0691357,.1223061,.0744579,.0971267,.0241071,.0838815,.0246926,.0586892,.11260765,-.07003533,.12140653,.07355832,.09622711,.02320748,.08298189,.02379302
2003,6,30,.0009995,.0150856,.0594946,.0255703,.0218593,.0771462,.0080674,-.0252152,.0152826,.0274206,.01408614,.05849507,.02457077,.02085983,.07614671,.00706787,-.02621475,.01428312,.02642109
2003,7,31,.0006998,.0239118,.0313049,.0922145,.0667236,.1002977,-.0183677,.0355602,.067939,.0422929,.02321206,.0306051,.09151473,.06602388,.09959797,-.01906741,.03486042,.06723923,.04159316
2003,8,31,.0006998,.0238142,.0755712,-.0217345,.0454513,.0834216,-.0205089,.041046,.0139029,.0764053,.02311442,.07487143,-.02243425,.04475151,.08272185,-.02120863,.04034621,.01320315,.07570558
2003,9,30,.0007997,-.0116678,-.0673157,-.0984952,-.0336602,-.0851223,-.0156214,-.0057163,.0058827,-.0599623,-.01246748,-.06811539,-.09929493,-.03445988,-.08592193,-.01642106,-.00651599,.00508298,-.06076202
2003,10,31,.0006998,.059683,.1131501,.0158733,.1759681,.0618474,.0554347,.1044501,.0891092,.0940366,.05898325,.11245034,.01517359,.17526833,.06114765,.05473495,.10375035,.08840942,.09333688
2003,11,30,.0006998,.0141001,.0009995,-.0032051,.0347878,-.0250102,.0232281,.0132123,-.0052136,-.0047111,.01340037,.00029975,-.00390489,.03408807,-.02570992,.02252837,.01251258,-.00591332,-.00541083
2003,12,31,.0007997,.0427721,.1016537,.1110046,.103098,.1144887,.0641947,-.0077298,.040758,-.0329365,.04197241,.10085397,.11020488,.10229827,.11368905,.06339503,-.00852948,.03995831,-.03373618
2004,1,31,.0006998,.0219572,.0253753,-.0457298,-.0016013,.0157749,-.0294288,-.0011006,.0373921,-.002002,.02125741,.02467555,-.0464296,-.00230104,.01507516,-.03012857,-.00180036,.03669236,-.00270176
2004,2,28,.0005998,.0144944,-.0084355,-.0325232,.0625052,-.0002,.0255703,.0336282,.0292675,.0653195,.01389463,-.0090353,-.03312301,.06190538,-.00079984,.02497046,.03302836,.02866768,.06471965
2004,3,31,.0008996,-.0123763,-.0510828,-.0069239,-.0456252,-.0336602,-.0021022,-.0369752,-.0216323,-.0013008,-.01327587,-.05198239,-.00782351,-.04652477,-.0345598,-.0030018,-.03787483,-.0225319,-.00220044
2004,4,30,.0007997,-.0176549,.0184291,.038355,-.0917864,.0585519,.0037928,-.0598562,-.0812101,-.0326265,-.01845462,.01762946,.03755527,-.09258608,.05775221,.00299312,-.06065585,-.08200974,-.03342618
2004,5,31,.0005998,.012225,.0075713,.0375848,.0561913,.0165621,.0222506,.0284903,.0058827,.0070749,.01162515,.00697145,.03698494,.05559146,.01596227,.02165079,.02789045,.00528284,.00647509
2004,6,30,.0007997,.0192142,.0929437,.0559076,.0898407,.0467882,-.0022024,.0327576,-.0031048,-.0034058,.01841454,.09214406,.05510795,.08904102,.04598848,-.0030021,.03195788,-.0039045,-.00420547
2004,7,31,.0009995,-.0404054,.0123237,-.0029042,-.002002,-.007629,-.1055828,-.0565704,-.066033,-.034695,-.04140492,.01132425,-.00390371,-.0030015,-.00862853,-.10658227,-.05756985,-.06703247,-.03569447
2004,8,31,.0010994,.0018982,.0032946,.0032946,-.0027037,-.018164,.0187236,.0118298,.0326608,-.0074275,.0007988,.00219517,.00219517,-.00380305,-.01926337,.01762422,.01073036,.03156139,-.00852691
2004,9,30,.0010994,.0169554,-.002002,.045069,.0751075,.0512633,-.0822952,.077794,.0150856,.0281987,.01585605,-.0031014,.04396957,.07400808,.0501639,-.08339464,.07669463,.01398624,.02709926
2004,10,31,.0010994,.0152826,-.0294288,-.0139975,-.0361454,.0072735,.0113355,-.0068232,.0478373,.0331446,.01418323,-.03052821,-.0150969,-.03724484,.00617409,.01023611,-.00792262,.04673793,.0320452
2004,11,30,.0014989,.0458334,.0642885,.1154692,.1206234,.0717624,-.0068232,.0650384,.0562858,.0233258,.04433454,.06278961,.11397037,.11912456,.07026349,-.0083221,.06353952,.05478693,.02182695
2004,12,31,.0015987,.0352706,.0114344,-.0711738,-.0174514,-.027988,.0426763,.0459289,.0542041,.0294617,.03367189,.00983566,-.07277254,-.01905012,-.02958676,.04107755,.04433021,.05260533,.02786299
2005,1,31,.0015987,-.026344,-.0092426,.0086624,-.004008,-.0248051,-.0067225,-.0215301,-.0044097,-.0100503,-.0279427,-.0108413,.00706365,-.00560674,-.02640384,-.00832127,-.02312884,-.00600843,-.01164906
2005,2,28,.0015987,.0202927,.0458334,.0200967,.0925792,.0171521,.0144944,-.0025031,-.004912,.0035935,.01869398,.0442347,.01849798,.09098046,.01555334,.01289573,-.00410185,-.00651077,.00199481
2005,3,31,.0020978,-.0177567,.0235212,.0254728,-.0774211,.0185273,-.0099493,-.0645385,-.0128826,.0044899,-.01985452,.0214234,.023375,-.07951894,.01642951,-.01204713,-.06663632,-.01498042,.00239211
2005,4,30,.0020978,-.0242927,-.0045102,-.0102524,-.1026974,-.0327298,.0216636,-.1221676,-.0446836,-.0590072,-.02639049,-.00660795,-.01235017,-.1047952,-.03482762,.01956584,-.12426543,-.0467814,-.06110498
2005,5,31,.0023971,.0381625,.053446,.0678455,.0021976,.0376811,.0238142,.0327576,.0137056,.0640071,.03576534,.05104885,.06544842,-.00019954,.03528394,.02141705,.03036044,.01130852,.06161001
2005,6,30,.0022974,.0079682,-.002002,-.0028039,-.0299439,.0214679,-.0400931,.0173486,.0579858,.0303352,.00567081,-.00429936,-.00510129,-.03224124,.01917055,-.04239045,.01505128,.05568849,.02803784
2005,7,31,.0023971,.040758,.0174469,-.0220411,.1236326,.0634442,.0164637,.0305292,.0455468,.0587405,.03836087,.01504979,-.02443826,.12123543,.06104705,.0140666,.02813208,.04314969,.05634337
2005,8,31,.0029955,-.0092426,-.0005001,0,-.0077298,-.0012007,.0047885,.0273233,-.0121738,-.0680647,-.01223809,-.00349563,-.00299551,-.01072531,-.00419623,.00179301,.02432779,-.01516931,-.07106024
2005,9,30,.0028958,.0077697,.0097523,-.0230639,.0301412,.0448778,.0054849,-.0358345,.065975,-.0216323,.00487393,.00685649,-.02595974,.02724535,.04198196,.00258913,-.03873026,.06307919,-.0245281
2005,10,31,.0026964,-.0176549,-.0491902,-.0160278,-.0444745,-.0282966,.0057832,-.0724632,.032564,.0226417,-.0203513,-.05188661,-.01872412,-.04717085,-.03099296,.00308688,-.07515953,.02986763,.01994537
2005,11,30,.0030952,.0384512,.0549616,.0105442,.1206234,-.0067225,.014593,.0583632,.0429637,.0371994,.03535598,.05186635,.00744901,.11752823,-.00981775,.0114978,.05526804,.03986849,.03410424
2005,12,31,.0031949,.0006998,.0302382,.0428679,.036139,.0060815,-.0216323,-.0126801,.0071742,-.0109598,-.00249514,.02704329,.03967301,.03294416,.00288658,-.02482719,-.01587494,.00397931,-.01415473
2006,1,31,.0034939,.0333381,.0147901,.0618474,.1392401,.0488854,-.0066219,.065975,.0950374,.0065783,.02984417,.0112962,.05835352,.13574617,.04539151,-.01011577,.0624811,.09154353,.00308443
2006,2,28,.0033942,.0003999,.0473606,.0677521,-.0299439,.0582689,.0193123,.0102473,.0214679,.0130149,-.00299431,.04396634,.06435787,-.03333811,.05487468,.01591808,.00685308,.01807367,.0096207
2006,3,31,.0036932,.0181346,.036814,.0321767,.1147562,.0292675,.0016986,.0392207,.031983,.0214679,.0144414,.0331208,.02848356,.11106306,.02557433,-.00199462,.03552754,.02828987,.01777474
2006,4,30,.0035935,.010841,.0515483,.0107421,.0739937,.043251,.0088606,-.0790432,.0124225,-.0148091,.00724749,.04795473,.00714856,.07040014,.03965751,.00526709,-.08263674,.00882898,-.01840265
