year,month,day,R_Rf,R_Market,R_I_Aero,R_I_Guns,R_I_Steel,R_I_Ships,R_I_Beer,R_I_Toys,R_I_Fin,R_I_Rtail,eR_Market,FF_SMB_Factor,FF_HML_Factor,eR_I_Aero,eR_I_Guns,eR_I_Steel,eR_I_Ships,eR_I_Beer,eR_I_Toys,eR_I_Fin,eR_I_Rtail,eR_I_Beer,eR_I_Toys,eR_I_Fin,eR_I_Rtail
1987,11,30,0.0034939,-0.0770971,-0.0979436,-0.0133892,0.0227395,-0.0698861,-0.0496105,-0.1204742,-0.0618754,-0.0977231,-0.08059094,0.027226,0.0303352,-0.10143753,-0.01688313,0.0192456,-0.07338002,-0.05310439,-0.12396805,-0.06536929,-0.10121698,0.00467825,0.05152773,0.07178918,0.06573505
1987,12,31,0.0038924,0.0695261,0.0523078,0.0384512,0.098487,0.1249572,0.119293,0.1562342,0.0334348,0.076498,0.06563365,0.0012992,-0.0455205,0.04841536,0.03455877,0.09459454,0.12106483,0.11540059,0.15234181,0.02954236,0.07260555,0.02579137,-0.0451818,0.04656534,-0.00099771
1988,1,31,0.0028958,0.0440169,0.1365394,0.1130608,-0.0299439,0.0719485,-0.0026034,-0.0647519,0.0794579,0.0677521,0.04112108,-0.0070246,0.0504079,0.13364356,0.11016499,-0.03283968,0.0690527,-0.00549919,-0.06764768,0.07656212,0.0648563,0.00626587,0.05048483,0.03432382,-0.00429936
1988,2,28,0.0045895,0.0507882,0.0495518,0.031111,0.090937,0.0397014,0.0532564,0.0973989,0.040854,0.1122567,0.04619871,0.0329511,-0.0166376,0.04496233,0.02652154,0.08634755,0.03511192,0.04866691,0.09280945,0.03626454,0.10766723,-0.02597811,-0.10400885,0.01789912,-0.0200561
1988,3,31,0.0043903,-0.0184695,-0.005113,-0.0215301,-0.0369752,0.0333381,0.0057832,-0.0174514,-0.0199986,-0.0118702,-0.02285986,0.059683,0.007472,-0.0095034,-0.02592047,-0.04136559,0.02894771,0.0013929,-0.02184174,-0.02438899,-0.01626052,0.02180541,0.02346322,0.05312702,0.02657637
1988,4,30,0.0045895,0.0101483,0.0146915,0.0332413,0.0568528,0.0492662,-0.0232686,0.0402778,-0.0059175,0.0233258,0.00555888,0.0095542,0.0166604,0.0101021,0.02865188,0.05226336,0.04467679,-0.02785808,0.0356884,-0.01050693,0.01873637,-0.09868779,0.01071652,-0.03295943,-0.09956904
1988,5,31,0.005087,0.0021976,0.0249853,-0.0116678,-0.0047111,-0.005113,-0.0232686,0.0053855,0.0153811,-0.0145047,-0.00288946,-0.0268575,0.022544,0.01989821,-0.01675484,-0.00979812,-0.01020009,-0.02835567,0.00029843,0.01029406,-0.01959173,0.02910727,0.06956478,0.01544585,0.0547497
1988,6,30,0.004888,0.0514533,0.0540146,0.0464064,0.0621294,-0.0084355,0.0848006,0.1101092,0.0573251,0.0672847,0.04656525,0.0209784,-0.0111621,0.04912656,0.04151834,0.05724134,-0.01332351,0.07991257,0.10522119,0.05243703,0.06239671,0.01740378,0.03248409,0.04686455,-0.03781323
1988,7,31,0.005087,-0.0074275,0.0020978,-0.0253178,0.0141987,-0.0519251,-0.0297378,-0.0241902,0.0009995,-0.0041084,-0.01251455,-0.0021022,0.0224462,-0.00298924,-0.03040485,0.00911168,-0.05701211,-0.03482486,-0.02927728,-0.00408754,-0.00919547,-0.00229713,0.00893838,0.03132775,-0.00119784
1988,8,31,0.0058827,-0.0275768,-0.03335,-0.0703152,-0.0501361,-0.0653922,0.0131136,-0.0642186,-0.0034058,-0.0262413,-0.03345943,0.0007997,0.0205866,-0.03923264,-0.07619784,-0.05601873,-0.07127488,0.00723098,-0.07010123,-0.00928846,-0.03212397,0.01877526,0.07307431,0.05303243,0.03373861
1988,9,30,0.0061809,0.0384512,0.0589291,0.0414298,0.0083649,-0.0382212,0.0962189,0.0485044,0.0214679,0.0848925,0.03227033,-0.0126801,-0.0069239,0.05274821,0.03524895,0.00218406,-0.04440207,0.090038,0.04232355,0.01528705,0.0787116,-0.01760875,0.02967693,0.03595078,-0.00600242
1988,10,31,0.0060815,0.0174469,0.015578,0.0238142,0.0416217,-0.0045102,0.003992,0.0008996,0.0010994,0.0214679,0.01136544,-0.0294288,0.0166604,0.00949656,0.01773271,0.0355402,-0.01059163,-0.00208945,-0.00518188,-0.00498207,0.01538644,0.01887874,0.01485617,-0.03772114,0.044686
1988,11,30,0.0056838,-0.0173496,-0.0309748,-0.0502412,-0.0176549,-0.0735389,-0.0005001,-0.0382212,-0.0184695,-0.0269602,-0.02303346,-0.0174514,0.01262,-0.03665862,-0.05592503,-0.02333875,-0.07922272,-0.00618394,-0.04390503,-0.02415333,-0.032644,-0.00690659,-0.00309706,-0.0392646,0.01209612
1988,12,31,0.0062802,0.0209784,-0.0030045,-0.0145047,0.0392207,0.032564,0.0055844,0.0489806,0.0015987,0.0093561,0.01469817,0.0192142,-0.0156214,-0.00928475,-0.02078492,0.03294048,0.02628375,-0.00069586,0.04270038,-0.00468152,0.00307586,0.03922839,-0.07486805,0.00616672,-0.04135009
1989,1,31,0.0054849,0.0643823,0.0576083,0.0575139,0.1123461,0.0593061,0.0507882,0.0953102,0.0687795,0.0625052,0.05889733,-0.0215301,0.005286,0.05212338,0.05202898,0.10686113,0.05382118,0.04530324,0.08982525,0.06329458,0.05702027,-0.0530536,0.01769783,0.03605053,-0.00199701
1989,2,28,0.0060815,-0.016536,-0.0086372,0.0442083,-0.0365603,0.0439212,0.0005998,0.0416217,-0.0052136,-0.0176549,-0.02261744,0.027226,0.0087615,-0.01471866,0.03812678,-0.04264172,0.03783971,-0.00548165,0.0355402,-0.01129504,-0.02373641,0.01407078,0.0535261,-0.04458785,0.0259064
1989,3,31,0.0066777,0.0221528,0.038355,0.0014989,-0.0193867,0.0030952,0.0749219,0.0708312,0.0281987,0.0312079,0.01547515,0.0072735,0.0047885,0.0316773,-0.00517878,-0.02606437,-0.00358245,0.06824427,0.06415353,0.021521,0.02453027,-0.03490968,-0.06937049,-0.04529076,-0.04675275
1989,4,30,0.0066777,0.0487902,0.043251,0.0016986,0.0336282,0.0736221,0.0669107,0.047742,0.028879,0.0564748,0.04211251,-0.0059175,-0.0148091,0.03657339,-0.0049791,0.02695053,0.06694448,0.06023305,0.04106434,0.02220131,0.04979719,0.01543821,-0.00179677,0.02082483,-0.000399
1989,5,31,0.007869,0.040566,0.0239118,0.031111,0.0116321,0.029753,0.085168,0.0735292,0.0233258,0.0541093,0.032697,-0.0003,-0.0083346,0.01604286,0.02324204,0.00376313,0.021884,0.07729906,0.06566028,0.01545687,0.04624037,-0.02503411,0.00258861,0.02578376,-0.02861816
1989,6,30,0.0070749,-0.0064206,-0.0463581,-0.0185714,-0.0387408,-0.0543506,-0.0146062,0.0750147,0.003992,-0.0232686,-0.01349548,-0.0101514,0.02137,-0.05343304,-0.0256463,-0.04581574,-0.06142551,-0.02168107,0.06793979,-0.00308289,-0.03034354,-0.04997719,-0.06051248,-0.03334825,-0.01983453
1989,7,31,0.0069756,0.0760347,0.0711106,0.0494566,0.0639133,-0.0133892,0.1540935,0.0947646,0.0703653,0.0997548,0.06905907,-0.0410303,-0.0287082,0.06413501,0.042481,0.05693771,-0.02036485,0.14711792,0.08778896,0.06338965,0.09277922,0.05064989,0.01209253,0.01435597,0.00606454
1989,8,31,0.0073728,0.0215658,0.031111,0.043634,0.0768684,-0.0068232,-0.0425944,-0.0091417,0.0290732,0.0363319,0.01419302,0.0049875,0.0072735,0.02373824,0.03626128,0.06949569,-0.01419598,-0.04996715,-0.01651441,0.02170049,0.02895918,0.04671473,0.03696881,0.05315964,0.04089771
1989,9,30,0.006479,-0.0011006,-0.0084355,-0.016536,-0.0257281,0.0009995,0.0147901,0.001998,-0.0015011,-0.027988,-0.00757957,0.0027961,-0.0133892,-0.01491444,-0.02301493,-0.03220711,-0.00547947,0.00831112,-0.00448096,-0.00798009,-0.034467,0.02090188,-0.01992419,-0.05330367,-0.02890842
1989,10,31,0.006777,-0.0303561,-0.0480354,-0.0195907,-0.0960705,-0.1459511,0.0167588,-0.0319036,-0.0404054,-0.0448928,-0.0371331,-0.0335568,-0.0102524,-0.05481243,-0.02636763,-0.10284745,-0.15272804,0.0099818,-0.03868053,-0.0471824,-0.05166975,0.03292478,0.05645528,0.00248744,0.00754271
1989,11,30,0.0068763,0.0170538,-0.0025031,-0.1208126,0.0235212,-0.0841428,0.0371031,-0.0073268,-0.0129839,0.0101483,0.01017745,-0.0124775,-0.0111621,-0.00937943,-0.12768893,0.01664489,-0.09101907,0.03022678,-0.01420308,-0.01986023,0.00327203,0.0049692,-0.08533716,-0.05277838,-0.02880587
1989,12,31,0.0060815,0.0175452,-0.0004001,0.0843412,0.0063796,-0.0390527,0.0156765,-0.0079314,-0.0253178,0.0056838,0.01146371,-0.0243952,0.0029955,-0.00648155,0.07825968,0.00029814,-0.0451342,0.00959501,-0.01401284,-0.03139928,-0.00039765,0.01443141,-0.05284557,-0.00229255,-0.05473672
1990,1,31,0.0056838,-0.075586,-0.0410303,-0.0362491,-0.091896,-0.1508229,-0.0946404,-0.1208126,-0.0861027,-0.057947,-0.0812698,-0.0128826,0.0085632,-0.04671417,-0.04193295,-0.09757983,-0.15650671,-0.10032422,-0.12649644,-0.09178652,-0.06363078,0.02381299,-0.00329161,0.03570236,0.00407454
1990,2,28,0.0056838,0.0166604,0.0442083,-0.0281937,0.0318862,-0.0861027,0.005087,0.0062802,0.0085632,0.0219572,0.01097663,0.0102473,0.0060815,0.03852444,-0.03387755,0.02620237,-0.09178652,-0.00059678,0.00059642,0.00287941,0.01627335,0.04355928,0.03772557,0.05738526,0.01708431
1990,3,31,0.0063796,0.0243999,0.0794579,0.0332413,0.0609069,0.1324308,0.0602481,0.0653195,-0.0212236,0.0586462,0.01802028,0.0150856,-0.0293258,0.07307832,0.02686173,0.05452733,0.12605118,0.05386847,0.05893986,-0.02760324,0.05226659,0.01912708,0.01560525,0.00258475,0.03395796
1990,4,30,0.0068763,-0.0270629,-0.0577351,0.0022974,-0.0731085,0.022935,0.022935,-0.0608121,-0.0344879,-0.0173496,-0.03393922,-0.0050125,-0.0258308,-0.06461136,-0.00457894,-0.07998478,0.01605867,0.01605867,-0.06768844,-0.04136424,-0.02422594,0.02739897,-0.0553679,0.03406084,-0.03981029
1990,5,31,0.006777,0.0870947,0.1019246,0.0911196,0.0705517,0.0148886,0.1476438,0.1168048,0.0423888,0.1132394,0.08031773,-0.0259334,-0.0380134,0.09514763,0.08434261,0.06377467,0.00811163,0.14086686,0.1100278,0.03561178,0.10646241,0.07545692,0.0541091,0.03354674,0.02222969
1990,6,30,0.0062802,-0.0046106,0.0033942,-0.0219389,-0.0146062,0.042197,0.0100493,-0.0432207,-0.0055152,0.0159718,-0.01089085,0.0141987,-0.0196926,-0.002886,-0.02821915,-0.02088639,0.03591681,0.0037691,-0.04950094,-0.01179542,0.00969153,-0.00598984,0.01275792,0.04276695,0.04657431
1990,7,31,0.006777,-0.012275,-0.0294288,-0.0718183,0.0553401,-0.0420728,0.0002,-0.0938712,-0.0557241,-0.0372866,-0.01905202,-0.0325232,-0.0002,-0.0362058,-0.07859527,0.04856311,-0.04884976,-0.006577,-0.1006482,-0.06250113,-0.04406357,0.01912896,0.04096136,0.04420501,0.0349231
1990,8,31,0.0065783,-0.0997098,-0.143524,-0.0953002,-0.1080307,-0.1026974,-0.0503464,-0.159934,-0.1151864,-0.1371952,-0.10628816,-0.0364565,0.0161686,-0.15010232,-0.1018785,-0.11460906,-0.10927572,-0.05692469,-0.16651235,-0.12176473,-0.14377355,-0.0211233,0.00427075,0.04037998,-0.04052344
1990,9,30,0.0059821,-0.056782,-0.1071399,0.0075713,-0.063579,-0.0292229,-0.0686001,-0.0894872,-0.1131687,-0.0984952,-0.06276409,-0.0373904,0.0073728,-0.11312195,0.00158919,-0.06956105,-0.03520493,-0.07458216,-0.09546924,-0.11915077,-0.10447732,0.0842694,-0.03505931,0.04173366,0.02711098
1990,10,31,0.006777,-0.0124775,0.0274206,-0.0037069,-0.1214899,-0.2586412,0.0725997,-0.0146062,-0.0716034,-0.031078,-0.01925451,-0.0568879,0.0028958,0.02064361,-0.01048385,-0.12826688,-0.2654182,0.06582271,-0.02138314,-0.0783804,-0.03785494,0.03385842,-0.06475752,-0.03298559,-0.08992013
1990,11,30,0.0056838,0.0669107,0.0205866,0.0958555,0.0289761,0.0933082,0.0509782,0.0927615,0.0757566,0.1104675,0.06122689,0.0031949,-0.0315939,0.01490282,0.09017167,0.02329229,0.08762436,0.04529443,0.08707767,0.07007279,0.10478364,0.04326474,0.03905984,0.03397126,0.06234532
1990,12,31,0.0059821,0.0301412,0.038355,0.0500275,0.0765906,0.034498,0.0232281,0.0219572,0.0221528,0.0281987,0.02415908,0.0080674,-0.015723,0.03237288,0.04404542,0.07060853,0.02851597,0.01724605,0.0159751,0.01617073,0.02221658,-0.01292021,-0.00528811,-0.01837862,-0.0209158
1991,1,31,0.0051865,0.0507882,0.0705517,0.0682192,0.0787188,0.0166604,0.0454513,0.1125248,0.0710175,0.1110046,0.04560164,0.0372958,-0.0185714,0.06536513,0.06303271,0.07353222,0.01147391,0.04026474,0.10733826,0.06583096,0.10581803,0.02778911,0.07525949,0.03924752,-0.01899841
1991,2,28,0.0047885,0.0739008,0.0169554,-0.0150121,0.0642885,0.0788112,0.1029175,0.1614383,0.1093027,0.073715,0.06911229,0.0386436,-0.0054146,0.01216692,-0.01980064,0.05949997,0.07402266,0.09812902,0.15664983,0.10451422,0.06892652,0.05069046,0.01079913,0.01747761,0.04993267
1991,3,31,0.0043903,0.0304322,0.0032946,0.0604364,0.005286,-0.0071253,0.0551508,0.0429637,0.0917584,0.0893836,0.02604186,0.0382587,-0.0124775,-0.00109578,0.05604602,0.00089566,-0.01151567,0.0507605,0.03857335,0.08736807,0.08499322,0.01492934,-0.00840257,0.01904256,0.07538077
1991,4,30,0.005286,0.0024969,-0.0105555,-0.0131866,-0.0010005,0.0791808,-0.0409262,0.028879,0.0093561,0.0259601,-0.00278912,0.005087,0.0139029,-0.01584152,-0.01847257,-0.0062865,0.07389479,-0.04621217,0.02359296,0.00407009,0.0206741,-0.01352929,0.00377546,0.00089548,0.03808682
1991,5,31,0.004689,0.0403739,0.0607187,0.0390284,0.0411419,-0.0792597,0.0378737,0.040566,0.040566,0.078164,0.0356849,-0.0034058,-0.0056157,0.05602975,0.0343394,0.03645295,-0.08394867,0.03318466,0.03587697,0.03587697,0.07347503,0.08829681,0.03589452,0.02186633,0.04564603
1991,6,30,0.0041912,-0.0462534,-0.0360418,-0.0065212,-0.0491902,-0.0916768,-0.0591133,-0.0560414,-0.037079,-0.0453112,-0.05044459,0.0006998,0.0120274,-0.04023298,-0.01071242,-0.05338145,-0.095868,-0.06330447,-0.06023259,-0.04127021,-0.04950243,0.05935829,-0.02154518,0.0077389,-0.01485077
1991,7,31,0.004888,0.0462154,0.0559076,0.0137056,0.0441126,0.0597772,0.0870947,0.0068763,0.0703653,0.0552455,0.04132739,-0.0095454,-0.0127813,0.0510196,0.00881761,0.03922454,0.05488917,0.08220668,0.00198827,0.06547723,0.05035744,-0.06402762,-0.11732271,-0.04562445,-0.08374958
1991,8,31,0.0045895,0.0274206,0.0310141,-0.0416557,0.0088606,-0.0760175,0.0578915,0.0152826,0.0441126,0.0483139,0.02283114,0.0157749,-0.0079314,0.0264246,-0.04624513,0.00427118,-0.08060694,0.05330203,0.01069317,0.03952312,0.04372441,0.01708262,0.01443569,0.02924644,0.06253846
1991,9,30,0.0045895,-0.0113643,0.0031949,-0.0177567,-0.0337636,-0.1025866,-0.0471964,0.0813956,0.0097523,-0.043534,-0.01595378,0.0161686,-0.0098483,-0.00139456,-0.02234617,-0.03835308,-0.10717604,-0.05178589,0.07680618,0.00516284,-0.04812346,0.00288314,0.06354864,0.04516143,0.02798003
1991,10,31,0.0041912,0.0169554,0.0323704,0.0333381,-0.0097474,0.0121262,0.0206846,0.1098405,-0.0008003,-0.0318003,0.01276424,0.0089597,-0.0044097,0.02817918,0.02914686,-0.01393856,0.00793498,0.01649339,0.10564926,-0.00499152,-0.03599152,0.00357853,-0.00850048,0.02352123,-0.02398583
1991,11,30,0.0038924,-0.0387408,-0.0609184,-0.027988,-0.0798011,-0.0519251,0.02985,0.0160702,-0.0358345,-0.0052136,-0.04263324,-0.0047111,-0.0192848,-0.06481083,-0.03188045,-0.08369349,-0.05581749,0.02595761,0.01217777,-0.03972687,-0.00910598,0.02293972,0.05888318,0.07203574,0.01669092
1991,12,31,0.0037928,0.10634,0.093126,0.0688729,0.0683126,0.1464353,0.1433208,0.1147562,0.1182274,0.124251,0.10254724,-0.0226547,-0.0412387,0.08933318,0.06508007,0.06451984,0.14264248,0.13952802,0.11096344,0.11443458,0.12045816,0.00059707,-0.08634195,0.01462477,-0.04864584
1992,1,31,0.0033942,-0.0025031,0.038836,-0.0319036,0.0316924,0.0592119,-0.031078,0.0107421,0.0402778,-0.0028039,-0.00589736,0.081119,0.0440169,0.03544179,-0.03529778,0.02829821,0.05581763,-0.03447219,0.00734786,0.03688361,-0.00619816,0.1031081,0.02438905,0.05207945,-0.00109567
1992,2,28,0.0027961,0.013607,-0.03335,0.0161686,0.0677521,-0.0078306,0.0148886,0.0621294,0.0322736,0.0286846,0.01081092,0.0087615,0.0616594,-0.03614607,0.01337249,0.06495602,-0.01062667,0.01209253,0.05933328,0.02947747,0.02588855,0.02313892,-0.0062953,0.0491743,0.05087982
1992,3,31,0.0033942,-0.0234734,-0.0085363,-0.0559356,-0.0133892,-0.0024029,0.0134097,-0.0276796,0.0132123,-0.013592,-0.02686759,-0.0103534,0.0359461,-0.01193056,-0.05932987,-0.01678347,-0.00579712,0.01001545,-0.0310738,0.0098181,-0.01698619,-0.07182044,-0.01514953,-0.07772206,-0.00980596
1992,4,30,0.0031949,0.0138043,0.0207825,0.0357532,0.0365248,0.1584557,0.0188218,0.0105442,-0.0034058,-0.0467772,0.01060939,-0.0631528,0.0419094,0.01758765,0.03255828,0.03332988,0.1552608,0.01562686,0.00734932,-0.00660068,-0.04997208,0.10339702,0.03550669,0.04972381,0.01276297
1992,5,31,0.0027961,0.0057832,-0.0198966,-0.0354199,0.0090588,-0.0773131,0.0355602,0.0625052,0.0304322,-0.0022024,0.00298716,0.003992,0.01262,-0.02269272,-0.03821603,0.00626276,-0.08010919,0.03276409,0.05970912,0.02763612,-0.00499851,0.05742927,0.05517172,0.06826949,0.05742927
1992,6,30,0.0031949,-0.0204068,-0.0481404,-0.0130852,0.0194104,-0.0864297,-0.0564645,-0.0195907,-0.004912,-0.0182658,-0.0236017,-0.0313875,0.0335315,-0.05133526,-0.01628013,0.0162155,-0.08962462,-0.05965943,-0.02278554,-0.00810694,-0.0214607,-0.00299342,0.05051088,0.06471286,0.06012634
1992,7,31,0.0030952,0.0399896,0.0324672,0.0577027,-0.0019018,-0.0601747,0.0444952,0.0241071,0.0314018,0.0420053,0.03689444,-0.0044097,-0.0053141,0.02937198,0.05460751,-0.00499701,-0.06326993,0.04140004,0.02101187,0.02830656,0.03891009,0.01404018,0.03059362,0.09907775,0.08060168
1992,8,31,0.0025966,-0.0214279,-0.0465676,0.0200967,-0.0958503,-0.0412387,0.0127188,-0.0393647,-0.0359381,0.0004999,-0.02402457,-0.0011006,-0.0104545,-0.04916426,0.01750008,-0.09844696,-0.04383537,0.01012215,-0.04196135,-0.03853473,-0.00209675,-0.13888094,-0.04085934,-0.0357887,-0.03362342
1992,9,30,0.0025966,0.0143959,-0.0223479,0.0111377,-0.0043093,-0.0208151,-0.0213258,0.0617534,0.019018,0.0420053,0.01179925,0.0055844,-0.0021022,-0.02494449,0.00854112,-0.0069059,-0.02341176,-0.02392241,0.05915677,0.01642138,0.03940867,0.07358869,0.01452954,0.13493672,0.0482021
1992,10,31,0.0022974,0.0124225,0.0337249,-0.0031048,0.0154796,0.0691529,0.0201947,0.0164637,0.0323704,0.0440169,0.01012516,0.0201947,-0.0212236,0.03142751,-0.00540217,0.01318221,0.0668555,0.01789735,0.01416637,0.03007302,0.04171953,-0.06553483,0.04574116,-0.03217924,-0.02103222
1992,11,30,0.0022974,0.0426763,0.0096533,0.0618474,0.0675652,0.098215,0.0069756,0.0538251,0.0740865,0.0680324,0.04037892,0.0362355,-0.0149106,0.0073559,0.05955005,0.06526782,0.09591769,0.00467825,0.05152773,0.07178918,0.06573505,0.06647285,0.00328179,0.04879491,0.05964561
1992,12,31,0.0027961,0.0179381,0.0840654,0.0937635,0.0390284,0.067939,0.0285875,-0.0423857,0.0493614,0.0017984,0.01514206,0.0163654,0.0247902,0.08126929,0.09096744,0.0362323,0.0651429,0.02579137,-0.0451818,0.04656534,-0.00099771,0.03635342,-0.06464468,0.05196982,-0.01171243
1993,1,31,0.0022974,0.0115332,-0.0380134,-0.0054146,0.0631626,-0.0075283,0.0085632,0.0527822,0.0366212,-0.002002,0.00923588,0.0202927,0.0572306,-0.0403108,-0.00771199,0.06086522,-0.00982563,0.00626587,0.05048483,0.03432382,-0.00429936,-0.02479966,0.04182915,-0.05474233,0.01295957
1993,2,28,0.0021976,0.0033942,0.0203907,0.0324672,-0.005113,-0.0035061,-0.0237805,-0.1018113,0.0200967,-0.0178585,0.00119665,-0.0350056,0.0622233,0.01819311,0.03026961,-0.00731063,-0.00570372,-0.02597811,-0.10400885,0.01789912,-0.0200561,0.041941,0.06245697,0.09323429,0.10064777
1993,3,31,0.0024969,0.0251803,0.0369104,0.0513583,-0.0083346,-0.0306654,0.0243023,0.0259601,0.0556239,0.0290732,0.02268342,0.0023971,0.0123237,0.03441347,0.04886141,-0.01083152,-0.03316229,0.02180541,0.02346322,0.05312702,0.02657637,0.11344608,-0.03486722,0.05889457,0.06544706
1993,4,30,0.0023971,-0.0285024,0.0200967,0.0370067,-0.022757,-0.0701006,-0.0962907,0.0131136,-0.0305623,-0.0971719,-0.03089948,-0.0070246,0.0257652,0.01769958,0.0346096,-0.02515411,-0.07249775,-0.09868779,0.01071652,-0.03295943,-0.09956904,-0.03557507,-0.02602527,0.029144,-0.00579191
1993,5,31,0.0021976,0.0306262,0.0462154,-0.0211215,0.040854,0.0763127,0.0313049,0.0717624,0.0176434,0.0569473,0.02842861,0.0194104,-0.034695,0.04401784,-0.02331908,0.03865641,0.0741151,0.02910727,0.06956478,0.01544585,0.0547497,0.02440105,-0.02838718,-0.02409269,0.03426669
1993,6,30,0.0024969,0.0055844,0.0156765,0.0669107,0.0135084,-0.096621,0.0199007,0.034981,0.0493614,-0.0353163,0.0030875,-0.0030045,0.0257652,0.0131796,0.06441383,0.01101147,-0.09911792,0.01740378,0.03248409,0.04686455,-0.03781323,0.06085307,0.03810543,0.038393,0.0594464
1993,7,31,0.0023971,-0.0010005,0.0347878,0.0202927,-0.0253178,0.0186255,0.0001,0.0113355,0.0337249,0.0011993,-0.00339763,0.009257,0.031983,0.0323907,0.01789558,-0.02771493,0.01622834,-0.00229713,0.00893838,0.03132775,-0.00119784,-0.04993125,-0.10768726,-0.0271583,-0.02961757
1993,8,31,0.0024969,0.038836,0.0314987,0.0442083,0.0274206,0.0503128,0.0212721,0.0755712,0.0555293,0.0362355,0.03633914,0.0031949,-0.0045102,0.02900179,0.04171137,0.02492372,0.04781593,0.01877526,0.07307431,0.05303243,0.03373861,-0.22443883,-0.1788823,-0.30418039,-0.14620002
1993,9,30,0.0025966,0.001399,-0.0134906,0.0099503,-0.0443699,0.0858107,-0.0150121,0.0322736,0.0385474,-0.0034058,-0.00119761,0.0307232,-0.0044097,-0.01608722,0.00735371,-0.04696658,0.08321403,-0.01760875,0.02967693,0.03595078,-0.00600242,-0.0560933,-0.08125454,-0.09374859,-0.00920007
1993,10,31,0.0021976,0.0161686,0.0054849,0.0207825,0.0420053,0.0365248,0.0210763,0.0170538,-0.0355236,0.0468836,0.013971,0.0143959,-0.0156214,0.00328735,0.01858495,0.03980771,0.03432719,0.01887874,0.01485617,-0.03772114,0.044686,0.14315401,0.16189574,0.15815836,0.11289783
1993,11,30,0.0024969,-0.016536,0.0243023,-0.0294288,0.0031949,-0.0489802,-0.0044097,-0.0006002,-0.0367677,0.014593,-0.01903285,-0.0144032,-0.0027037,0.02180541,-0.03192569,0.00069801,-0.05147706,-0.00690659,-0.00309706,-0.0392646,0.01209612,0.05319061,0.0037811,0.10396387,0.1024353
1993,12,31,0.0022974,0.0186255,0.0660686,0.0429637,0.0662558,0.0223484,0.0415257,-0.0725707,0.0084641,-0.0390527,0.01632811,0.0121262,0.0056838,0.06377124,0.04066634,0.06395844,0.02005104,0.03922839,-0.07486805,0.00616672,-0.04135009,-0.00689761,-0.19555882,0.01767511,0.09442225
1994,1,31,0.0024969,0.0307232,0.0233258,0.0259601,0.0993022,0.0089597,-0.0505567,0.0201947,0.0385474,0.0004999,0.02822629,0.0012992,0.0205866,0.02082894,0.02346322,0.09680532,0.00646286,-0.0530536,0.01769783,0.03605053,-0.00199701,-0.02013153,0.00615937,0.1092096,0.03187325
1994,2,28,0.0020978,-0.0236781,0.0194104,0.0300441,-0.0329365,0.0102473,0.0161686,0.0556239,-0.0424901,0.0280042,-0.02577592,0.026934,-0.0145047,0.0173126,0.02794632,-0.0350343,0.00814952,0.01407078,0.0535261,-0.04458785,0.0259064,-0.01698448,0.04481997,0.00298508,-0.0140494
1994,3,31,0.0026964,-0.0461487,-0.0464629,-0.0354199,-0.0591133,-0.0876298,-0.0322133,-0.0666741,-0.0425944,-0.0440564,-0.04884502,-0.0097474,0.0131136,-0.04915924,-0.03811631,-0.06180962,-0.09032612,-0.03490968,-0.06937049,-0.04529076,-0.04675275,-0.02092842,0.01766639,0.0889263,0.03252319
1994,4,30,0.0026964,0.0094552,-0.0012007,-0.0151136,-0.0098483,-0.0457298,0.0181346,0.0008996,0.0235212,0.0022974,0.0067588,-0.0092426,0.0166604,-0.00389708,-0.01781,-0.0125447,-0.04842621,0.01543821,-0.00179677,0.02082483,-0.000399,0.04538267,0.12117581,0.07530284,-0.00709896
1994,5,31,0.0030952,0.0088606,0.029753,-0.0360418,0.0346912,0.0470744,-0.0219389,0.0056838,0.028879,-0.025523,0.00576542,-0.0204068,0.0018982,0.02665775,-0.03913698,0.03159603,0.0439792,-0.02503411,0.00258861,0.02578376,-0.02861816,-0.00971416,-0.05395095,-0.02543536,-0.03829629
1994,6,30,0.0030952,-0.0275768,-0.0191828,0.0271287,0.0093561,-0.0331432,-0.046882,-0.0574173,-0.030253,-0.0167393,-0.03067197,-0.0047111,0.0166604,-0.02227802,0.02403346,0.00626089,-0.03623842,-0.04997719,-0.06051248,-0.03334825,-0.01983453,-0.04804841,-0.01768535,0.01825859,0.08154327
1994,7,31,0.0027961,0.0305292,0.0040916,-0.0086372,0.0655068,-0.0300469,0.053446,0.0148886,0.0171521,0.0088606,0.02773312,-0.0173496,0.0059821,0.00129553,-0.01143328,0.06271071,-0.03284301,0.05064989,0.01209253,0.01435597,0.00606454,-0.00119617,-0.07239289,-0.12426696,-0.06790474
1994,8,31,0.0036932,0.0428679,0.0430595,0.0498372,0.0508832,0.090389,0.0504079,0.040662,0.0568528,0.0445909,0.03917473,0.0132123,-0.0286053,0.03936632,0.04614406,0.04719004,0.08669583,0.04671473,0.03696881,0.05315964,0.04089771,-0.04315313,-0.08575344,-0.06173341,-0.06864429
1994,9,30,0.0036932,-0.0195906,-0.05509,-0.0792597,0.003992,-0.0334534,0.024595,-0.016231,-0.0496105,-0.0252152,-0.02328382,0.0278097,-0.0192848,-0.05878314,-0.08295285,0.00029885,-0.03714655,0.02090188,-0.01992419,-0.05330367,-0.02890842,-0.16570571,-0.07174308,-0.04169813,0.02401454
